x y
0.0034436236815852117 0.030492427530570465
0.0024313675710247173 0.02149342870535942
0.0024313675710247173 0.013394329762669521
0.004962007847425981 0.043990925768387035
0.0064803920132667225 0.057489424006203826
0.007998776179107464 0.0709879222440204
0.009517160344948206 0.08448642048183697
0.011541672566069222 0.09910979357280503
0.012553928676629716 0.11148341695747022
0.014072312842470458 0.12318211543024471
0.016096825063591474 0.13690558863869162
0.01710908117415197 0.1492792120233568
0.01862746533999271 0.1609779104961313
0.02014584950583348 0.17357650885142673
0.02166423367167422 0.18572515726546168
0.023182617837514963 0.19787380567949664
0.024701002003355732 0.20957250415227113
0.026219386169196474 0.22082125268378494
0.027737770335037215 0.2329699010978199
0.029256154500877984 0.24511854951185486
0.030774538666718726 0.2559173481021082
0.03229292283255947 0.26671614669236143
0.03381130699840021 0.2775149452826148
0.03532969116424095 0.28966359369664973
0.03684807533008169 0.3018122421106847
0.03836645949592246 0.31261104070093804
0.0398848436617632 0.32340983929119127
0.04190935588288422 0.33567097519054145
0.04342774004872496 0.34725718617800083
0.044186932131645346 0.35490633517943015
0.0459583803251262 0.3639053340046412
0.047476764490966966 0.37470413259489455
0.049501276712087955 0.3869652684942446
0.051019660877928724 0.3985514794817039
0.05177885296084908 0.4062006284831333
0.05405642920961021 0.4166619646174412
0.05557481337545098 0.42824817560490047
0.05709319754129172 0.43724717443011163
0.05861158170713246 0.4471460731378437
0.06012996587297323 0.45614507196305487
0.060889157955893586 0.4642441709057449
0.06316673420465471 0.47414306961347696
0.06468511837049548 0.4831420684386881
0.06544431045341584 0.49124116738137813
0.06772188670217696 0.5011400660891103
0.06924027086801773 0.5101390649143214
0.06999946295093809 0.5182381638570114
0.07151784711677886 0.5263372627997014
0.0730362312826196 0.5344363617423913
0.07455461544846034 0.5425354606850813
0.07607299961430108 0.5506345596277713
0.07759138378014185 0.5587336585704612
0.0791097679459826 0.5668327575131512
0.08062815211182334 0.5749318564558412
0.0821465362776641 0.5830309553985311
0.08366492044350485 0.5911300543412212
0.08518330460934559 0.5992291532839111
0.08746088085810672 0.6091280519916433
0.08897926502394748 0.6190269506993755
0.09125684127270858 0.6289258494071077
0.09353441752146971 0.6393871855414156
0.09657118585315125 0.6528856837792323
0.09884876210191237 0.664021944825431
0.1011263383506735 0.6741458185037934
0.10340391459943463 0.6835947672702651
0.10568149084819575 0.6933811784926821
0.10871825917987724 0.7065422142745533
0.11124889945627844 0.7166660879529159
0.1147917958432402 0.7308395111026232
0.11327341167739949 0.7220654872480425
0.11782856417492174 0.7416383096928766
0.12086533250660322 0.7531120331950207
0.1239021008382847 0.7639108317852741
0.12693886916996625 0.7747096303755273
0.12997563750164773 0.7851709665098352
0.1330124058333292 0.7942824528203614
0.13604917416501075 0.8044063264987239
0.13908594249669223 0.8141927377211409
0.14212271082837372 0.8226292991197763
0.14465335110477498 0.830503423091836
0.14769011943645646 0.838602522034526
0.15072688776813795 0.846701620977216
0.15376365609981948 0.8548007199199059
0.15730655248678124 0.8628998188625959
0.16034332081846273 0.8718988176878071
0.16451887727452477 0.8806728415423879
0.16869443373058687 0.8894468653969687
0.17173120206226836 0.896196114515877
0.17552716247687025 0.9042952134585669
0.1800823149743925 0.9123943124012569
0.18463746747191476 0.9191435615201653
0.189192619969437 0.926342760580334
0.19374777246695926 0.9330920096992424
0.19830292496448151 0.938491408994369
0.20285807746200377 0.9438908082894957
0.20741322995952596 0.9488402576433619
0.21196838245704822 0.9528898071147068
0.21652353495457047 0.9564894066447912
0.22107868745209272 0.9596390562336151
0.22563383994961497 0.9623387558811785
0.23018899244713723 0.9650384555287418
0.23474414494465948 0.9663883053525234
0.23929929744218173 0.9677381551763051
0.24385444993970398 0.9677381551763051
0.24840960243722623 0.9686380550588263
0.25296475493474846 0.9686380550588263
0.2575199074322707 0.9677381551763051
0.26207505992979296 0.9677381551763051
0.2666302124273152 0.9659383554112628
0.27118536492483747 0.9650384555287418
0.2757405174223597 0.9623387558811785
0.280295669919882 0.9600890061748757
0.2848508224174042 0.9573893065273124
0.2894059749149265 0.9537897069972279
0.29396112741244873 0.950640057408404
0.298516279909971 0.9470404578783196
0.30307143240749324 0.9425409584657141
0.3076265849050155 0.9380414590531085
0.31218173740253774 0.933541959640503
0.31673688990006 0.9285925102866368
0.32129204239758224 0.9231931109915102
0.3258471948951045 0.917343761755123
0.33040234739262675 0.9114944125187359
0.334957499890149 0.905195113341088
0.33951265238767125 0.8988958141634403
0.3440678048851935 0.8925965149857925
0.34862295738271576 0.8853973159256237
0.353178109880238 0.8781981168654548
0.35773326237776026 0.8714488677465465
0.3622884148752825 0.8637997187451171
0.36684356737280477 0.8557006198024271
0.371398719870327 0.8476015208597372
0.3759538723678493 0.8395024219170472
0.3805090248653715 0.8314033229743572
0.3850641773628938 0.8233042240316673
0.38961932986041603 0.8152051250889771
0.39341529027501787 0.807780951058178
0.3972112506896198 0.7990069272035972
0.4017664031871421 0.7909078282609072
0.4055623636017439 0.7841585791419989
0.40935832401634575 0.7747096303755273
0.413913476513868 0.7666105314328373
0.41846862901139026 0.755811732842584
0.4230237815089125 0.7477126338998941
0.42757893400643476 0.7369138353096407
0.4313748944210367 0.7301645861907324
0.43365247066979784 0.722515437189303
0.4382076231673201 0.7153162381291341
0.4412443914990015 0.706317239303923
0.44504035191360347 0.7004678900675358
0.4473179281623646 0.6928187410661064
0.45111388857696644 0.6869693918297193
0.45339146482572756 0.6793202428282898
0.4571874252403294 0.6734708935919026
0.45946500148909053 0.6658217445904732
0.4632609619036925 0.6599723953540859
0.4655385381524536 0.6523232463526565
0.46933449856705545 0.6451240472924877
0.4731304589816573 0.6370249483497976
0.4761672273133388 0.6280259495245866
0.47996318772794067 0.6208267504644178
0.4837591481425425 0.6127276515217277
0.48679591647422404 0.6037286526965167
0.4905918768888259 0.5965294536363478
0.49438783730342784 0.5884303546936578
0.49742460563510926 0.5794313558684467
0.5012205660497112 0.5722321568082779
0.505016526464313 0.5641330578655879
0.5080532947959946 0.5551340590403768
0.5115961911829563 0.5470349600976868
0.5156452156251983 0.539835761037518
0.5186819839568798 0.5308367622123069
0.5222248803438415 0.5227376632696169
0.5262739047860836 0.515538464209448
0.529310673117765 0.5065394653842369
0.533106633532367 0.49934026632406814
0.5369025939469688 0.49124116738137813
0.5399393622786504 0.482242168556167
0.5437353226932522 0.47639281931977984
0.5460128989420133 0.4687436703183504
0.5498088593566152 0.46289432108196316
0.5520864356053763 0.4552451720805337
0.5558823960199782 0.4493958228441466
0.5581599722687394 0.44174667384271715
0.5619559326833412 0.4358973246063299
0.5642335089321023 0.42824817560490047
0.5680294693467042 0.42239882636851334
0.571825429761306 0.4129498776020417
0.575621390175908 0.4062006284831333
0.5778989664246691 0.3985514794817039
0.5824541189221913 0.391352280421535
0.5870092714197136 0.3805534818312818
0.5908052318343154 0.3738042327123734
0.5946011922489173 0.3643552839459018
0.5991563447464395 0.35625618500321177
0.6037114972439618 0.34545738641295853
0.608266649741484 0.3373582874702685
0.612062610156086 0.32993411343946943
0.6158585705706878 0.3211600895848886
0.6204137230682101 0.3130609906421986
0.6249688755657323 0.3049618916995086
0.6287648359803342 0.2961878678449278
0.6325607963949361 0.2887636938141287
0.6371159488924584 0.2806645948714387
0.6416711013899806 0.2725654959287487
0.6462262538875029 0.2644663969860588
0.6507814063850251 0.2563672980433688
0.6553365588825474 0.24826819910067877
0.6598917113800696 0.24016910015798887
0.6644468638775919 0.23207000121529886
0.669002016375114 0.22397090227260885
0.6735571688726363 0.21632175327117953
0.6781123213701585 0.20912255421101056
0.6826674738676808 0.20237330509210227
0.687222626365203 0.19427420614941227
0.6917777788627253 0.18752495703050398
0.6963329313602475 0.1807757079115957
0.7008880838577698 0.17357650885142673
0.705443236355292 0.16727720967377901
0.7099983888528143 0.16052796055487073
0.7145535413503366 0.15422866137722302
0.7191086938478588 0.1479293621995751
0.7236638463453811 0.14208001296318806
0.7282189988429033 0.13578071378554013
0.7327741513404256 0.1299313645491531
0.7373293038379478 0.12453196525402643
0.7418844563354701 0.11868261601763919
0.7464396088329923 0.11328321672251251
0.7509947613305146 0.10788381742738584
0.7555499138280368 0.10338431801478021
0.7601050663255591 0.09798491871965365
0.7646602188230813 0.09303546936578755
0.7692153713206036 0.0889859198944426
0.7737705238181258 0.08358652059931593
0.7783256763156481 0.07953697112797098
0.7828808288131703 0.07548742165662592
0.7874359813106926 0.07143787218528086
0.7919911338082148 0.06738832271393602
0.7965462863057371 0.06333877324259096
0.8011014388032593 0.05973917371250659
0.8056565913007816 0.05613957418242199
0.8102117437983039 0.0529899245935983
0.8147668962958261 0.04939032506351371
0.8193220487933484 0.04624067547469002
0.8238772012908706 0.04309102588586611
0.8284323537883929 0.04039132623830266
0.8329875062859151 0.03724167664947875
0.8375426587834374 0.034541977001915525
0.8420978112809595 0.03274217723687345
0.8466529637784818 0.03004247758931
0.851208116276004 0.028242677824267703
0.8557632687735263 0.02554297817670448
0.8603184212710485 0.02284327852914103
0.8648735737685708 0.021943378646620104
0.869428726266093 0.020143578881577806
0.8739838787636153 0.01744387923401436
0.8785390312611375 0.016543979351493432
0.8830941837586598 0.014744179586451134
0.887649336256182 0.013844279703929985
0.8922044887537043 0.012044479938887687
0.8967596412512265 0.011594529997627223
0.9013147937487488 0.009344780291324462
0.905869946246271 0.009344780291324462
0.9104250987437933 0.007994930467542849
0.9149802512413155 0.006645080643761236
0.9195354037388378 0.006645080643761236
0.92409055623636 0.006645080643761236
0.9286457087338823 0.005295230819979402
0.9332008612314046 0.005295230819979402
0.9377560137289268 0.005295230819979402
0.9423111662264491 0.005295230819979402
0.9468663187239713 0.005295230819979402
0.9514214712214936 0.005295230819979402
0.9544582395531752 0.005295230819979402
0.9614935822637106 0.005186721991701004
0.9708284714119019 0.004149377593360981
0.9813302217036174 0.004149377593360981
0.9924154025670945 0.003112033195020736
